Date,Cloudiness,Rainfall,Max Temperature,Min Temperature,Humidity,Mean Temperature,Reservoir Level inFeet,UnderGround Water Level in Meter,Flood Outcome
02-28-11,8.8690479999999994,493.3,30.814285999999999,23.307143,84.982142999999994,26.179286000000001,145,6.9,1
03-31-11,8.2903230000000008,323.3,31.161290000000001,23.974194000000001,84.137096999999997,26.614194000000001,120,4.8,0
04-30-11,8.322222,515.9,30.993333,23.683333000000001,84.424999999999997,26.607333000000001,140,7.12,1
05-31-11,8.0860219999999998,222.4,31.336666999999998,24.674194,82.604838999999998,27.190968000000002,88,3.6,0
06-30-11,6.7444439999999997,121.3,32.666666999999997,24.91,75.983333000000002,28.188666999999999,40,2,0
07-31-11,4.4301079999999997,20.2,33.325806,24.941935000000001,68.322581,28.821290000000001,10,0.4,0
08-31-11,3.8494619999999999,64.3,34.796773999999999,25.267741999999998,64.741934999999998,29.576774,34,2,0
09-30-11,5.7777779999999996,41.5,34.47,24.876667000000001,69.908332999999999,29.113333000000001,21,0.3,0
10-31-11,7.3870969999999998,283.7,33.596774000000003,24.964516,85.572581,28.510967999999998,97,3.4,0
11-30-11,7.4222219999999997,272.8,32.81,24.783332999999999,78.233333000000002,27.990666999999998,95,3.3,0
12-31-11,7.7741939999999996,194.5,32.683871000000003,24.741935000000002,79.338710000000006,27.952902999999999,74,2,0
01-31-12,8.3655910000000002,365.2,31.112902999999999,23.890322999999999,85.201612999999995,26.385161,129,5,1
02-29-12,8.862069,288.7,30.693103000000001,23.906897000000001,86.310344999999998,26.064827999999999,97,3.8,0
03-31-12,8.0322580000000006,277.39999999999998,30.893547999999999,23.932258000000001,83.620968000000005,26.612902999999999,95,3.6,0
04-30-12,8.0555559999999993,195.6,31.623332999999999,24.62,82.041667000000004,27.244138,76,3,0
05-31-12,7.5698920000000003,167.8,31.977419000000001,24.648387,79.161289999999994,27.585999999999999,69,2.7,0
06-30-12,5.4777779999999998,85.4,32.54,24.773333000000001,75.166667000000004,28.098621000000001,45,2.1,0
07-31-12,5.5161290000000003,83,32.509677000000003,24.496773999999998,76.025000000000006,27.773793000000001,44,2,0
08-31-12,5.4623660000000003,26.6,34.045161,25.106452000000001,70.620968000000005,28.750323000000002,14,0.4,0
09-30-12,5.7777779999999996,90.3,34.553333000000002,25.11,72.224999999999994,29.103999999999999,49,1.4,0
10-31-12,6.8817199999999996,181.3,34.393548000000003,25.593547999999998,72.532257999999999,29.233547999999999,89,2.8,0
11-30-12,7.1222219999999998,284.5,34.116667,25.786667000000001,74.941666999999995,29.126897,104,4.3,0
12-31-12,8.4408600000000007,266.2,31.63871,24.406452000000002,81.475806000000006,27.098710000000001,100,4,0
01-31-13,8.2795699999999997,314.60000000000002,32.325806,24.816129,83.516129000000006,27.351613,104,4.3,0
02-28-13,8.5714290000000002,342.1,31.178571000000002,24.132142999999999,85.964286000000001,26.498570999999998,120,4.9000000000000004,1
03-31-13,8.1720430000000004,427.4,31.287096999999999,24.477419000000001,86.830645000000004,26.777418999999998,128,6.2,1
04-30-13,8.1666670000000003,420.6,31.913333000000002,24.883333,83.091667000000001,27.296666999999999,124,6.2,1
05-31-13,7.1182800000000004,238.4,31.932258000000001,24.564516000000001,83.274193999999994,27.241289999999999,87,3.4,0
06-30-13,5.7,32.299999999999997,33.063333,25.483332999999998,75.458332999999996,28.450666999999999,14,0.4,0
07-31-13,5.9247310000000004,167.1,32.183871000000003,24.254839,76.588710000000006,27.418710000000001,54,2,0
08-31-13,7.1290319999999996,53,33.145161000000002,24.970967999999999,73.209676999999999,28.183871,24,0.8,0
09-30-13,6.3888889999999998,121,33.909999999999997,25.38,73.099999999999994,28.693792999999999,43,1.8,0
10-31-13,6.6774190000000004,193,34.287097000000003,25.619354999999999,71.427419,29.191613,56,2.7,0
11-30-13,8.0777780000000003,312.2,32.406666999999999,24.453333000000001,82.766666999999998,27.278666999999999,111,4.8,0
12-31-13,7.1935479999999998,101.3,33.245161000000003,25.525805999999999,76.790323000000001,28.474194000000001,49,2,0
01-31-14,7.3763439999999996,253.3,31.880645000000001,24.996773999999998,80.274193999999994,27.457419000000002,86,3,0
02-28-14,8.6309520000000006,245.4,31.046429,24.228570999999999,85.785713999999999,26.497857,76,2.6,0
03-31-14,8.3548390000000001,527.70000000000005,31.161290000000001,24.403226,85.032257999999999,26.818709999999999,150,7.2,1
04-30-14,7.7222220000000004,255,31.96,24.883333,82.916667000000004,27.456666999999999,85,3.7,0
05-31-14,8.0444440000000004,411.3,31.493548000000001,24.845161000000001,83.508065000000002,27.294839,131,6.1,1
06-30-14,6.4044939999999997,211.7,32.336666999999998,25.183333000000001,78.7,28.053332999999999,72,2.4,0
07-31-14,5.255376,66.099999999999994,32.470967999999999,24.658065000000001,76.427419,27.818709999999999,32,1.7,0
08-31-14,4.8097830000000004,32.200000000000003,33.996774000000002,25.325806,70.620968000000005,28.876774000000001,16,0.8,0
09-30-14,5.0833329999999997,0.6,35.953333000000001,26.25,63.408332999999999,30.192,10,0.1,0
10-31-14,7.5268819999999996,190.9,33.112903000000003,24.741935000000002,77.080645000000004,28.006451999999999,77,2.8,0
11-30-14,7.7083329999999997,196,32.973332999999997,25.68,77.150000000000006,28.461333,80,2.9,0
12-31-14,7.7284949999999997,173.8,32.851613,25.735484,80.266129000000006,28.138667000000002,76,2.6,0
01-31-15,7.9032260000000001,303.7,31.580645000000001,24.648387,82.612903000000003,26.884,109,4.5999999999999996,0
02-28-15,7.4255950000000004,214,32.192856999999997,25.082142999999999,79.946428999999995,27.491111,81,3.1,0
03-31-15,8.3198919999999994,373.7,31.854838999999998,24.564516000000001,85.072581,26.810967999999999,130,5,1
04-30-15,7.5972220000000004,165.5,32.016666999999998,24.903333,82.266666999999998,27.468,56,2.2999999999999998,0
05-31-15,7.7741939999999996,280.8,31.961290000000002,24.951612999999998,83.451612999999995,27.372903000000001,98,3.7,0
06-30-15,5.8611110000000002,75.8,32.703333000000001,25.276667,77.400000000000006,28.114000000000001,32,1,0
07-31-15,4.7715050000000003,47.3,33.425806000000001,25.203226000000001,74.282257999999999,28.427097,27,0.8,0
08-31-15,4.2607530000000002,10.7,35.422581000000001,26.219355,69.258065000000002,30.143999999999998,12,0.2,0
09-30-15,4.2777779999999996,15.8,37.106667000000002,27.543333000000001,64.008332999999993,31.557931,14,0.4,0
10-31-15,6.9623660000000003,31.3,36.053333000000002,27.219355,62.645161000000002,30.795332999999999,18,0.7,0
11-30-15,7.0277779999999996,90.7,34.786667000000001,26.363333000000001,68.308333000000005,29.840667,40,1.6,0
12-31-15,8.2258060000000004,126.4,33.948386999999997,26.458065000000001,72.887096999999997,29.372,47,1.9,0
12-31-15,8.2258060000000004,126.4,33.948386999999997,26.458065000000001,72.887096999999997,29.372,47,1.9,0
12-31-15,8.2258060000000004,126.4,33.948386999999997,26.458065000000001,72.887096999999997,29.372,47,1.9,0
